scopus_id,article_number,title,eid,citedby_count,creator,aggregationType,coverDate,coverDisplayDate,doi,eIssn,issn,issueIdentifier,pageRange,publication,url,volume,subtype,subtype_description
SCOPUS_ID:84929505367,,Berberine regulates neurite outgrowth through AMPK-dependent pathways by lowering energy status,2-s2.0-84929505367,7,Lu J.,Journal,2015-06-10,10 June 2015,10.1016/j.yexcr.2015.04.006,10902422,00144827,2,194-206,Experimental Cell Research,http://api.elsevier.com/content/abstract/scopus_id/84929505367,334,ar,Article
SCOPUS_ID:84928008389,,MnTM-4-PyP Modulates Endogenous Antioxidant Responses and Protects Primary Cortical Neurons against Oxidative Stress,2-s2.0-84928008389,0,Cheng K.,Journal,2015-01-01,1 May 2015,10.1111/cns.12373,17555949,17555930,5,435-445,CNS Neuroscience and Therapeutics,http://api.elsevier.com/content/abstract/scopus_id/84928008389,21,ar,Article
SCOPUS_ID:84866755043,,Neuroprotection by manganese superoxide dismutase (mnsod) mimics: Antioxidant effect and oxidative stress regulation in acute experimental stroke,2-s2.0-84866755043,25,Huang H.,Journal,2012-10-01,October 2012,10.1111/j.1755-5949.2012.00380.x,17555949,17555930,10,811-818,CNS Neuroscience and Therapeutics,http://api.elsevier.com/content/abstract/scopus_id/84866755043,18,ar,Article
SCOPUS_ID:85028721135,,Soft-tissue angiosarcoma with pulmonary metastases: case report and literature review,2-s2.0-85028721135,0,Mu X.,Journal,2016-12-12,12 December 2016,10.3760/cma.j.issn.1001-0939.2016.12.009,,10010939,12,948-952,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,http://api.elsevier.com/content/abstract/scopus_id/85028721135,39,ar,Article
SCOPUS_ID:85011617325,,Risk factors of lung cancer complicated with symptomatic venous thromboembolism,2-s2.0-85011617325,0,Gong C.,Journal,2016-06-01,1 June 2016,10.3760/cma.j.issn.1001-0939.2016.06.010,,10010939,6,454-458,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,http://api.elsevier.com/content/abstract/scopus_id/85011617325,39,ar,Article
SCOPUS_ID:84899157736,,[Dieulafoy disease of the bronchus: 3 cases report with literature review].,2-s2.0-84899157736,1,Yang R.,Journal,2013-08-01,August 2013,,,10010939,8,577-580,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,http://api.elsevier.com/content/abstract/scopus_id/84899157736,36,re,Review
SCOPUS_ID:84900418306,,[A study on the differential diagnosis of ciliated epithelial cells from Lophomonas blattarum in bronchoalveolar lavage fluid].,2-s2.0-84900418306,6,Mu X.,Journal,2013-01-01,Sep 2013,,,10010939,9,646-650,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,http://api.elsevier.com/content/abstract/scopus_id/84900418306,36,ar,Article
SCOPUS_ID:70349306705,,Relationship between the -572G/C polymorphism in IL-6 gene promoter and hepatitis virus B infection in Chinese Han population,2-s2.0-70349306705,1,Dai Y.,Journal,2009-05-28,28 May 2009,,,10093079,15,1522-1526,World Chinese Journal of Digestology,http://api.elsevier.com/content/abstract/scopus_id/70349306705,17,ar,Article
SCOPUS_ID:33847092170,,No association between LMP2/LMP7 gene polymorphisms or haplotypes and gastric cancer,2-s2.0-33847092170,1,Cao B.,Journal,2006-12-01,December 2006,,,10093079,36,3471-3476,World Chinese Journal of Digestology,http://api.elsevier.com/content/abstract/scopus_id/33847092170,14,ar,Article
SCOPUS_ID:34249897626,,Association between LMP2/LMP7 gene polymorphism and the infection of hepatitis B virus,2-s2.0-34249897626,7,Dai Y.,Journal,2005-10-18,18 October 2005,,,1671167X,5,508-512,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/34249897626,37,ar,Article
SCOPUS_ID:39049177347,,Detection and classification of Mycoplasma in cell lines,2-s2.0-39049177347,0,Dai Y.,Journal,2005-04-18,18 April 2005,,,1671167X,2,207-210,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/39049177347,37,ar,Article
SCOPUS_ID:85021855563,,Hydrogen sulfide in cartilage and its inhibitory effect on matrix metalloproteinase 13 expression in chondrocytes induced by interlukin-1¦Â,2-s2.0-85021855563,0,Pan L.,Journal,2016-04-18,18 April 2016,,,1671167X,2,194-202,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/85021855563,48,ar,Article
SCOPUS_ID:84875295189,,Imaging reasons for periprosthetic femoral fractures during the operation of total hip arthroplasty with anatomic prosthesis,2-s2.0-84875295189,0,Zhang D.,Journal,2013-03-05,5 March 2013,10.3760/cma.j.issn.0376-2491.2013.09.014,,03762491,9,690-692,National Medical Journal of China,http://api.elsevier.com/content/abstract/scopus_id/84875295189,93,ar,Article
SCOPUS_ID:77955068554,,Internal fixation modes and materials of metal implants for displaced supination-eversion ankle fractures in elderly patients,2-s2.0-77955068554,1,Li J.,Journal,2010-06-25,25 June 2010,10.3969/j.issn.1673-8225.2010.26.039,,16738225,26,4907-4910,Journal of Clinical Rehabilitative Tissue Engineering Research,http://api.elsevier.com/content/abstract/scopus_id/77955068554,14,ar,Article
SCOPUS_ID:64849102956,,The etiologies and prevention of patellar instability after un-resurfaced total knee arthroplasty,2-s2.0-64849102956,1,Lu H.,Journal,2008-07-01,1 July 2008,,,05295815,13,966-969,Zhonghua wai ke za zhi [Chinese journal of surgery],http://api.elsevier.com/content/abstract/scopus_id/64849102956,46,ar,Article
SCOPUS_ID:78049428304,,[Change in the joint line after total knee arthroplasty].,2-s2.0-78049428304,0,Li J.,Journal,2006-10-15,15 October 2006,,,05295815,20,1411-1413,Zhonghua wai ke za zhi [Chinese journal of surgery],http://api.elsevier.com/content/abstract/scopus_id/78049428304,44,ar,Article
SCOPUS_ID:84996587443,,MR imaging of oscillatory magnetic field changes: Progressing from phantom to human,2-s2.0-84996587443,0,Chai Y.,Journal,2017-02-01,1 February 2017,10.1016/j.mri.2016.11.001,18735894,0730725X,,167-174,Magnetic Resonance Imaging,http://api.elsevier.com/content/abstract/scopus_id/84996587443,36,ar,Article
SCOPUS_ID:84957957697,,A comprehensive study of sensitivity in measuring oscillatory magnetic fields using rotary saturation pulse sequences,2-s2.0-84957957697,0,Sheng J.,Journal,2016-04-01,1 April 2016,10.1016/j.mri.2015.11.007,18735894,0730725X,3,326-333,Magnetic Resonance Imaging,http://api.elsevier.com/content/abstract/scopus_id/84957957697,34,ar,Article
SCOPUS_ID:84924137142,,Detection of subnanotesla oscillatory magnetic fields using MRI,2-s2.0-84924137142,1,Jiang X.,Journal,2016-02-01,1 February 2016,10.1002/mrm.25553,15222594,07403194,2,519-526,Magnetic Resonance in Medicine,http://api.elsevier.com/content/abstract/scopus_id/84924137142,75,ar,Article
SCOPUS_ID:84946422808,,Direct detection of optogenetically evoked oscillatory neuronal electrical activity in rats using SLOE sequence,2-s2.0-84946422808,3,Chai Y.,Journal,2016-01-15,"January 15, 2016",10.1016/j.neuroimage.2015.10.058,10959572,10538119,,533-543,NeuroImage,http://api.elsevier.com/content/abstract/scopus_id/84946422808,125,ar,Article
SCOPUS_ID:57049091574,,Emission characteristics of polycyclic aromatic hydrocarbons from combustion of different residential coals in North China,2-s2.0-57049091574,76,Liu W.,Journal,2009-02-01,1 February 2009,10.1016/j.scitotenv.2008.10.055,,00489697,4,1436-1446,Science of the Total Environment,http://api.elsevier.com/content/abstract/scopus_id/57049091574,407,ar,Article
SCOPUS_ID:54949096147,,Emission of polycyclic aromatic hydrocarbons from indoor straw burning and emission inventory updating in China,2-s2.0-54949096147,78,Zhang Y.,Book Series,2008-10-01,October 2008,10.1196/annals.1454.006,17496632,00778923,,218-227,Annals of the New York Academy of Sciences,http://api.elsevier.com/content/abstract/scopus_id/54949096147,1140,cp,Conference Paper
SCOPUS_ID:42949160988,,Inhalation exposure assessment on gaseous PAHs in indoor air of folk houses in Beijing,2-s2.0-42949160988,2,Chang B.,Journal,2008-03-01,March 2008,,,02503301,3,557-561,Huanjing Kexue/Environmental Science,http://api.elsevier.com/content/abstract/scopus_id/42949160988,29,ar,Article
SCOPUS_ID:34948872533,,Concentrations and influencing factors of gaseous polycyclic aromatic hydrocarbons in residential air in Beijing,2-s2.0-34948872533,1,Wei Z.,Journal,2007-09-01,September 2007,,,02503301,9,2074-2079,Huanjing Kexue/Environmental Science,http://api.elsevier.com/content/abstract/scopus_id/34948872533,28,ar,Article
SCOPUS_ID:33846439816,,Study on the characteristics of apoptosis in the condyles of osteoarthritic temporomandibular joints,2-s2.0-33846439816,1,Chang J.,Journal,2004-01-01,Oct 2004,,,10001182,5,353-356,Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology,http://api.elsevier.com/content/abstract/scopus_id/33846439816,22,ar,Article
SCOPUS_ID:21644490185,,Study on the metabolism of cartilage matrix by the chondrocytes in osteoarthritic condylar cartilage,2-s2.0-21644490185,0,Chang J.,Journal,2004-01-01,Jul 2004,,,10020098,4,309-312,Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology,http://api.elsevier.com/content/abstract/scopus_id/21644490185,39,ar,Article
SCOPUS_ID:84936748215,,Alteration of the expression of cartilage matrix molecule in the cartilage by the chondrocytes from rabbit temporomandibular joint with experimental osteoarthritis and its response to interleukin-1 beta,2-s2.0-84936748215,0,Chang J.,Journal,2003-10-01,1 October 2003,,,1671167X,5,521-524,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/84936748215,35,ar,Article
SCOPUS_ID:84983070827,,Application of alginate three-dimensional culture system for in vitro culture of mandibular condylar chondrocytes from human osteoarthritic temporomandibular joint,2-s2.0-84983070827,5,Chang J.,Journal,2002-07-01,1 July 2002,,,10020098,4,246-248,Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology,http://api.elsevier.com/content/abstract/scopus_id/84983070827,37,ar,Article
SCOPUS_ID:85018305023,,A new modular palaeopascichnid fossil Curviacus ediacaranus new genus and species from the Ediacaran Dengying Formation in the Yangtze Gorges area of South China,2-s2.0-85018305023,2,SHEN B.,Journal,2017-04-27,27 April 2017,10.1017/S001675681700036X,14695081,00167568,,1-12,Geological Magazine,http://api.elsevier.com/content/abstract/scopus_id/85018305023,,ip,Article in Press
SCOPUS_ID:85019929424,,High resolution bio- and chemostratigraphic framework at the Frasnian-Famennian boundary: Implications for regional stratigraphic correlation between different sedimentary facies in South China,2-s2.0-85019929424,0,Chang J.,Journal,2017-03-01,"March 01, 2017",10.1016/j.palaeo.2017.05.019,,00310182,,,"Palaeogeography, Palaeoclimatology, Palaeoecology",http://api.elsevier.com/content/abstract/scopus_id/85019929424,,ip,Article in Press
SCOPUS_ID:85009948893,,"The first discovery of Deinonychosaurian tracks from Lower Cretaceous of Chabu, Otog Qi, Inner Mongolia and its significance",2-s2.0-85009948893,0,Wang B.,Journal,2017-01-20,20 January 2017,10.13209/j.0479-8023.2016.099,,04798023,1,81-90,Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/85009948893,53,ar,Article
SCOPUS_ID:84898011944,,Design and implementation of comprehensive management platform for geological data informatization,2-s2.0-84898011944,1,Xia J.,Journal,2014-01-01,March 2014,10.13209/j.0479-8023.2014.046,,04798023,2,295-300,Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/84898011944,50,ar,Article
SCOPUS_ID:84875848726,,Gold-catalyzed rearrangement of allylic oxonium ylides: Efficient synthesis of highly functionalized dihydrofuran-3-ones,2-s2.0-84875848726,48,Fu J.,Journal,2013-04-08,8 April 2013,10.1002/anie.201208305,15213773,14337851,15,4198-4202,Angewandte Chemie - International Edition,http://api.elsevier.com/content/abstract/scopus_id/84875848726,52,ar,Article
SCOPUS_ID:84875348005,,"Enantioselective total syntheses of (+)-gallocatechin, (-)- epigallocatechin, and 8-C-ascorbyl-(-)-epigallocatechin",2-s2.0-84875348005,1,Lin G.,Journal,2013-04-01,April 2013,10.1002/asia.201201168,1861471X,18614728,4,700-704,Chemistry - An Asian Journal,http://api.elsevier.com/content/abstract/scopus_id/84875348005,8,ar,Article
SCOPUS_ID:84859603845,,Synthesizing the tetracyclic core of nanolobatolide,2-s2.0-84859603845,15,Chang L.,Journal,2012-04-06,6 April 2012,10.1021/jo300039q,15206904,00223263,7,3609-3614,Journal of Organic Chemistry,http://api.elsevier.com/content/abstract/scopus_id/84859603845,77,ar,Article
SCOPUS_ID:77956380991,,A thiourea-oxazoline library with axial chirality: Ligand synthesis and studies of the palladium-catalyzed enantioselective bis(methoxycarbonylation) of terminal olefins,2-s2.0-77956380991,12,Gao Y.,Journal,2010-09-13,2010,10.1002/adsc.201000070,16154169,16154150,11-12,1955-1966,Advanced Synthesis and Catalysis,http://api.elsevier.com/content/abstract/scopus_id/77956380991,352,ar,Article
SCOPUS_ID:56249135547,,Efficient algorithms for incremental maintenance of closed sequential patterns in large databases,2-s2.0-56249135547,32,Chang L.,Journal,2009-01-01,January 2009,10.1016/j.datak.2008.08.003,,0169023X,1,68-106,Data and Knowledge Engineering,http://api.elsevier.com/content/abstract/scopus_id/56249135547,68,ar,Article
SCOPUS_ID:44649151744,,BOAI: Fast alternating decision tree induction based on bottom-up evaluation,2-s2.0-44649151744,6,Yang B.,Book Series,2008-06-09,2008,10.1007/978-3-540-68125-0_36,16113349,03029743,,405-416,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/44649151744,5012 LNAI,cp,Conference Paper
SCOPUS_ID:38049044919,,IMCS: Incremental mining of closed sequential patterns,2-s2.0-38049044919,5,Chang L.,Book Series,2007-12-01,2007,,16113349,03029743,,50-61,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/38049044919,4505 LNCS,cp,Conference Paper
SCOPUS_ID:33749379464,,Mining compressed sequential patterns,2-s2.0-33749379464,3,Chang L.,Book Series,2006-01-01,2006,,16113349,03029743,,761-768,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/33749379464,4093 LNAI,cp,Conference Paper
SCOPUS_ID:84983073946,,Vitamin C alleviates aging defects in a stem cell model for Werner syndrome,2-s2.0-84983073946,7,Li Y.,Journal,2016-07-01,1 July 2016,10.1007/s13238-016-0278-1,16748018,1674800X,7,478-488,Protein and Cell,http://api.elsevier.com/content/abstract/scopus_id/84983073946,7,ar,Article
SCOPUS_ID:84930273214,,Global transcriptome analysis of peripheral blood identifies the most significantly down-regulated genes associated with metabolism regulation in Klinefelter syndrome,2-s2.0-84930273214,5,Huang J.,Journal,2015-01-01,1 January 2015,10.1002/mrd.22438,10982795,1040452X,1,17-25,Molecular Reproduction and Development,http://api.elsevier.com/content/abstract/scopus_id/84930273214,82,ar,Article
SCOPUS_ID:84884717169,,Comparative study of fluorescence in situ hybridization analysis and karyotype analysis in spontaneous abortion etiology diagnosis,2-s2.0-84884717169,0,CHANG L.,Journal,2013-09-01,September 2013,10.7669/j.issn.1001-7844.2013.03.0133,18767966,10017844,3,133-142,Journal of Reproduction and Contraception,http://api.elsevier.com/content/abstract/scopus_id/84884717169,24,ar,Article
SCOPUS_ID:84876289448,,"Clinical, cytogenetic, and molecular analysis with 46,XX male sex reversal syndrome: Case reports",2-s2.0-84876289448,6,Gao X.,Journal,2013-03-01,March 2013,10.1007/s10815-013-9939-7,15737330,10580468,3,431-435,Journal of Assisted Reproduction and Genetics,http://api.elsevier.com/content/abstract/scopus_id/84876289448,30,ar,Article
SCOPUS_ID:85018303288,465,Prevalence and correlates of suspected nonalcoholic fatty liver disease in Chinese children,2-s2.0-85018303288,0,Song P.,Journal,2017-05-01,May 2017,10.3390/ijerph14050465,16604601,16617827,5,,International Journal of Environmental Research and Public Health,http://api.elsevier.com/content/abstract/scopus_id/85018303288,14,ar,Article
